CUSTOMER_ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAYMENT_1;PAYMENT_2;PAYMENT_3;PAYMENT_4;PAYMENT_5;PAYMENT_6;REMAINING_AMOUNT_1;REMAINING_AMOUNT_2;REMAINING_AMOUNT_3;REMAINING_AMOUNT_4;REMAINING_AMOUNT_5;REMAINING_AMOUNT_6;PAYMENT_AMOUNT_1;PAYMENT_AMOUNT_2;PAYMENT_AMOUNT_3;PAYMENT_AMOUNT_4;PAYMENT_AMOUNT_5;PAYMENT_AMOUNT_6;default
555828235170;10000;Male;Highschool;Single;46;2;2;3;3;3;3;1050;1050;1050;1050;1050;1050;0;0;0;0;0;0;1
503426139617;10000;Male;Highschool;Single;49;1;-1;0;0;0;0;2365;9148;7264;9084;4422;1735;10008;5000;5019;1009;1000;9000;0
523805485542;10000;Male;Highschool;Single;29;0;0;0;0;0;0;2944;4877;6287;7521;8389;9252;2000;1500;1500;1000;1000;1000;0
466703303844;10000;Male;Highschool;Single;25;-1;-1;-1;-1;-1;-1;3161;390;390;390;0;1280;390;390;390;0;1280;6380;0
492222397423;10000;Male;Highschool;Single;37;0;0;0;0;0;0;4950;5963;6983;7993;8151;8322;1103;1123;1133;291;302;1000;1
496349939374;10000;Male;Highschool;Single;31;0;0;0;0;0;0;5062;5687;6132;5851;5735;6087;1259;1100;197;362;1000;1000;0
459330473774;10000;Male;Highschool;Single;24;1;3;2;3;2;0;5530;5792;6050;5808;5569;5876;500;500;0;0;400;364;1
536940493131;10000;Male;Highschool;Single;23;0;0;0;0;0;0;5807;6974;7838;9002;9182;9729;1270;1134;1298;478;847;0;0
481087260875;10000;Male;Highschool;Single;23;0;0;0;0;0;0;6001;4308;3421;3615;4402;5173;2000;1500;400;1000;1000;500;0
477800589421;10000;Male;Highschool;Single;28;2;0;0;-1;-1;0;6302;6390;0;1170;9956;9992;1000;1600;1170;9956;282;91;1
474032406031;10000;Male;Highschool;Single;36;-1;-1;-1;-1;2;2;6517;344;0;10040;9735;10362;344;900;10040;0;790;0;0
550761328690;10000;Male;Highschool;Single;25;0;0;0;0;0;0;6892;7915;10086;18714;9781;9979;1294;2465;500;1000;500;0;0
520083671072;10000;Male;Highschool;Single;23;0;0;0;0;0;2;6974;7838;9002;9182;9729;9411;1134;1298;478;847;0;175;0
482440184744;10000;Male;Highschool;Single;34;0;0;0;0;0;0;7165;8647;9247;9431;8843;9075;2000;1141;325;331;389;1000;0
526175494257;10000;Male;Highschool;Single;51;0;0;0;2;0;0;7282;8311;10398;10000;10000;0;1311;2398;0;0;0;0;0
552944453185;10000;Male;Highschool;Single;61;0;0;0;0;0;0;7700;8595;9273;9774;9973;9638;1293;1235;1000;199;193;197;1
498928339965;10000;Male;Highschool;Single;23;0;0;0;0;0;0;7787;8412;9450;9414;5354;5275;1299;1337;1081;191;375;0;0
532645521393;10000;Male;Highschool;Single;44;1;2;0;0;0;0;7816;7542;8561;9571;9761;10106;0;1149;1159;349;502;200;0
494900443567;10000;Male;Highschool;Single;24;1;2;2;2;2;2;7826;8745;8440;9229;8969;8819;1200;0;900;0;2000;0;0
553829862996;10000;Male;Highschool;Single;35;0;0;0;0;0;0;7877;8918;9864;9673;9414;9156;1174;1120;310;316;1000;2000;0
481869796039;10000;Male;Highschool;Single;42;1;2;2;2;0;0;8090;6339;8623;5885;4417;5190;0;2586;0;1000;1000;345;1
469897517691;10000;Male;Highschool;Single;23;0;0;0;0;0;0;8604;8594;9259;9733;9528;9513;1600;1351;1215;400;200;166;0
462122421956;10000;Male;Highschool;Single;34;0;0;0;0;0;0;8813;8464;9474;9716;9960;10188;2148;1158;400;400;400;300;0
499908678297;10000;Male;Highschool;Single;48;0;0;0;0;0;0;8858;9548;9540;9735;8070;0;1228;1000;195;161;0;0;0
529378850241;10000;Male;Highschool;Single;22;0;0;0;0;0;0;9363;5062;6021;6763;7648;8367;1200;1200;1000;1000;1000;0;0
488497024410;10000;Male;Highschool;Single;45;1;2;2;2;0;0;9503;7238;9407;8126;8838;9039;0;2310;0;1000;500;335;0
508440152579;10000;Male;Highschool;Single;43;0;0;0;0;0;0;9545;10443;7329;8343;8508;8686;1117;1125;2139;304;315;345;0
501932444712;10000;Male;Highschool;Single;25;1;2;2;2;0;0;9737;9947;9802;8450;4060;0;1352;1000;0;1000;900;0;1
484301451064;10000;Male;Highschool;Single;31;0;0;2;0;0;0;10119;10188;9089;9271;9618;8516;3000;0;295;459;1500;2000;0
481650923023;10000;Male;Highschool;Single;56;2;2;0;0;0;0;10156;8570;6101;6711;7258;7777;0;1500;2000;2000;2000;2000;0
545302043390;10000;Male;Highschool;Single;41;0;0;-1;-1;-1;-1;10400;0;0;0;400;0;5275;0;0;400;0;2400;0
522368618171;10000;Male;Highschool;Single;22;0;0;0;0;0;0;18289;9217;10203;9634;9857;9704;1317;1303;334;373;326;1359;0
511281105329;10000;Female;Highschool;;48;0;0;0;0;0;0;7065;8148;9199;9558;9136;9392;1200;1200;500;500;500;0;0
494112495593;10000;Female;Highschool;;52;2;0;0;2;0;0;9970;9625;9622;7773;5968;5380;2001;1801;0;700;1300;3200;1
483883161582;10000;Male;Highschool;;42;1;2;0;0;0;2;5674;5440;7968;8829;9685;9384;0;2800;1000;1000;0;1000;1
519151137874;10000;Female;University;Married;40;1;-1;0;0;0;0;0;1912;3071;4012;9882;5857;1912;1200;1000;1000;1000;0;0
455114828531;10000;Female;University;Married;22;-1;-1;-1;0;0;0;390;390;9159;9363;8160;7552;390;9159;700;279;1000;800;0
497593698326;10000;Female;University;Married;49;2;0;0;0;0;0;2240;3100;4116;5280;5543;5605;1057;1073;1237;500;300;205;1
526449305123;10000;Female;University;Married;41;3;2;2;7;7;7;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;1
485577572974;10000;Female;University;Married;26;2;2;2;2;2;0;2742;5015;4789;6199;5951;6255;2500;0;1500;0;400;400;0
484701824980;10000;Female;University;Married;49;0;0;0;0;0;0;3100;4116;5280;5543;5605;5717;1073;1237;500;300;205;300;1
510824949567;10000;Female;University;Married;37;-1;4;3;2;2;2;3305;2870;2440;2510;2641;2222;0;0;500;400;0;36;0
467548429985;10000;Female;University;Married;24;1;2;2;2;2;2;3892;3686;5064;4837;5208;5475;0;1600;0;600;500;0;0
543856762111;10000;Female;University;Married;38;1;3;2;0;-1;0;3980;3771;3564;4500;5039;5275;0;0;1000;5039;375;0;1
465005280176;10000;Female;University;Married;44;0;0;0;-1;-1;-1;4125;5275;0;0;0;0;1275;0;0;0;0;0;0
514980596006;10000;Female;University;Married;32;0;0;0;0;0;0;4695;5719;6733;7616;7779;8646;1103;1117;1000;286;1000;200;1
529579650409;10000;Female;University;Married;43;0;0;0;0;0;0;4834;1803;2819;3828;3905;4023;1038;1054;1063;140;181;80;1
553816393744;10000;Female;University;Married;26;1;2;2;2;0;0;5015;4789;6199;5951;6255;6401;0;1500;0;400;400;700;1
530763182719;10000;Female;University;Married;37;-1;-1;-1;-1;-1;0;5050;3704;6222;974;8834;6010;5011;6222;984;8834;0;6481;0
517974814453;10000;Female;University;Married;55;3;2;2;2;2;2;5358;6339;6111;7031;6780;7676;1200;0;1000;0;1000;0;1
536495975112;10000;Female;University;Married;29;0;0;0;0;0;0;6176;6512;7447;8777;8956;9731;1265;1200;1500;400;1000;273;0
505894611816;10000;Female;University;Married;24;0;0;0;0;0;0;6902;7922;8939;9533;9692;9829;1142;1159;1140;692;829;1000;1
499711286242;10000;Female;University;Married;25;0;0;0;0;0;2;6991;8008;9018;9198;9896;9703;1126;1136;316;833;100;292;0
471399439915;10000;Female;University;Married;29;0;0;0;0;0;0;7170;8158;9593;10104;9923;8032;1500;2000;1000;313;356;3000;1
459703695594;10000;Female;University;Married;46;1;2;2;2;2;2;7660;8689;8403;9505;8889;10263;1306;0;1735;0;2000;0;1
506313713767;10000;Female;University;Married;40;1;2;2;2;2;2;8481;8711;6946;5863;4180;4322;2000;0;450;0;600;320;1
464005776751;10000;Female;University;Married;49;0;0;0;0;0;0;8671;6613;7648;8758;9410;4373;1265;1300;1400;1000;304;283;0
539806323552;10000;Female;University;Married;40;0;0;-1;0;0;0;9135;0;1912;3071;4012;9882;0;1912;1200;1000;1000;1000;0
529884279235;10000;Female;University;Married;51;1;2;0;0;0;0;9151;8855;9828;8637;8808;8995;0;1133;1144;315;329;363;0
484077751702;10000;Female;University;Married;46;1;2;-1;-1;-1;-1;9841;9628;4060;4530;2140;1875;121;4060;4530;2140;1875;0;1
495889373148;10000;Female;University;Married;37;0;-1;0;0;0;0;10000;7419;7392;8265;8631;17974;7419;1400;1000;500;500;500;0
511019819350;10000;Female;University;Married;31;0;0;0;0;0;0;15915;9050;9901;9975;9736;8703;2330;2200;1000;333;311;322;0
536631763771;10000;Male;University;Married;37;1;-1;-1;3;2;0;-265;-265;5235;5007;4779;7680;0;5500;0;0;3000;2000;1
558810190332;10000;Male;University;Married;30;-1;-1;-1;-1;-1;-1;390;0;780;0;0;0;0;780;0;0;0;0;1
480770458279;10000;Male;University;Married;44;-1;-1;-1;-1;-1;-1;390;390;0;780;0;0;390;0;780;0;0;0;0
519051624554;10000;Male;University;Married;30;3;2;2;3;3;3;1050;1050;1050;1050;1050;1050;0;0;0;0;0;0;1
464644094864;10000;Male;University;Married;26;0;0;-1;-1;-1;-1;1198;0;0;0;0;0;0;0;0;0;0;0;1
540937455012;10000;Male;University;Married;28;0;0;0;0;0;0;1474;2641;3745;4642;5642;6342;1196;1300;1000;1000;700;1208;0
559624047756;10000;Male;University;Married;56;2;2;2;0;0;0;2097;4193;3978;4062;4196;4326;2300;0;150;200;200;160;1
536986636529;10000;Male;University;Married;50;2;2;7;7;7;7;2400;2400;2400;2400;2400;2400;0;0;0;0;0;0;1
497086094925;10000;Male;University;Married;29;2;0;0;2;2;2;2918;4204;5670;6416;7159;7904;1500;1700;1000;1000;1000;1500;0
508393585134;10000;Male;University;Married;41;-1;-1;-1;-1;-1;-1;3311;7244;3980;0;9263;3693;7244;4000;0;9263;3693;0;0
515825990533;10000;Male;University;Married;27;4;3;3;2;3;2;3462;4150;3940;4720;4500;4282;900;0;1000;0;0;433;1
464830036942;10000;Male;University;Married;50;0;0;0;0;0;-1;3664;4526;6880;8830;5550;6195;1300;3000;2509;0;6195;0;0
538541894578;10000;Male;University;Married;35;0;0;0;0;0;0;5828;7717;8830;9687;10025;10400;2000;1400;1162;500;600;0;0
497200899952;10000;Male;University;Married;31;0;0;0;2;0;0;6106;7199;10215;9943;9758;9335;1200;4442;0;1200;1200;0;0
466697162684;10000;Male;University;Married;44;0;0;0;0;0;0;6436;6398;5295;5635;8735;6745;3012;2000;3009;4000;0;0;1
463482048665;10000;Male;University;Married;59;0;0;0;0;0;0;6827;7849;8704;8877;9063;9318;1290;1145;318;329;406;186;0
537515185721;10000;Male;University;Married;37;-1;4;3;2;2;2;7501;7243;6988;6730;7463;7199;0;0;0;1000;0;3000;1
540134972963;10000;Male;University;Married;45;1;2;2;2;2;0;7953;9164;8876;10009;7169;8842;1500;0;1500;0;3000;2000;0
462813727666;10000;Male;University;Married;23;1;3;2;2;2;0;8679;8399;8101;8995;8216;7756;0;0;1000;0;500;500;0
508635279076;10000;Male;University;Married;58;2;2;2;2;2;0;8857;9964;9654;10348;10044;10009;1400;0;1000;0;515;344;1
487519229128;10000;Male;University;Married;47;0;0;0;0;0;-1;8884;8689;9449;6376;6530;1506;1159;3001;350;3002;1606;6276;0
509855205867;10000;Male;University;Married;35;2;0;0;0;0;0;9242;9159;10004;9722;10044;9856;1315;1160;1139;1241;345;580;0
518818127242;10000;Male;University;Married;29;0;0;0;0;0;0;9406;9968;9385;5163;780;0;3009;2000;2009;0;0;0;0
542828405024;10000;Male;University;Married;27;0;0;0;0;0;0;10128;9859;9607;9818;10013;9824;1151;1160;1151;346;350;354;0
489462068884;10000;Male;University;Married;33;0;0;0;0;0;0;10146;9352;9919;10400;10123;19813;1158;1200;1137;335;351;1000;0
498723569472;10000;Male;University;Married;50;1;2;0;0;0;0;10171;8150;8446;8067;8227;8400;2;1281;1134;294;305;1000;0
460341210195;10000;Female;University;Single;23;1;-1;-1;-1;-1;-1;-1000;-1000;-1000;-1000;-1000;-1000;0;0;0;0;0;1000;1
558523370890;10000;Female;University;Single;33;-1;-1;0;0;2;2;-216;2784;5723;8607;8336;10209;3000;3000;3000;0;2000;0;0
474052442554;10000;Female;University;Single;40;-1;-1;-1;-1;-1;-1;-4;-4;-4;26;326;-87;0;0;30;300;1000;2000;1
491262825063;10000;Female;University;Single;22;1;-1;-1;-1;-1;-1;0;1000;0;0;0;0;1000;0;0;0;0;0;1
491761827963;10000;Female;University;Single;44;-1;-1;-1;-1;0;0;390;390;780;17585;18301;18663;390;780;17585;1000;667;692;1
504909645251;10000;Female;University;Single;22;-1;-1;-1;-1;-1;-1;528;0;264;264;264;264;0;264;264;264;264;1056;1
469098283665;10000;Female;University;Single;23;-1;-1;-1;-1;-1;-1;1082;2731;757;876;3551;0;2731;757;876;3551;0;13460;0
506605860959;10000;Female;University;Single;46;0;0;2;2;3;2;2496;4245;4525;5450;5073;4843;1800;500;1000;0;0;800;1
461188851555;10000;Female;University;Single;48;1;2;-1;0;0;0;3133;1473;9196;8518;8690;7472;0;9196;1106;278;258;268;0
506795768165;10000;Female;University;Single;22;-1;-1;2;0;0;2;3646;7374;6714;4432;6652;6095;4000;0;2000;3000;0;3870;0
450908378611;10000;Female;University;Single;23;-1;5;4;3;2;2;4205;4003;3800;3597;3395;4187;0;0;0;0;1000;0;1
518154022976;10000;Female;University;Single;22;-1;-1;-1;-1;0;-1;5208;654;9954;9719;6547;654;654;9954;9919;0;654;264;0
473363332680;10000;Female;University;Single;32;0;-1;0;0;0;-1;5250;1223;2264;3230;0;0;1223;1066;1032;0;0;0;1
475879609259;10000;Female;University;Single;24;-1;-1;-1;-1;-1;2;5666;576;1709;1470;2010;780;576;1709;1470;2010;0;1080;1
